Rep_year_total;Technology_Center;mean_Ext_Comp_Im;mean_Int_Tech_Rel;mean_Ext_Tech_Rel;mean_Int_Comp_Im;mean_Market_Cov;No_Inventor;IPC Level 2 - Total no. of assigned IPC classes;No. of authorities of origin;litigated;Backward citations to non-patent literature
17;1600;15,5127818319532587;3,2937872409820557;5,8613345755471125;8,4863823387357922;2,550246165858374;20;1;1;1;25
17;1600;18,1403469377093849;3,7781991693708630;7,4706698126263085;8,9074992603725907;2,370448827743531;17;1;1;1;8
17;1600;8,5164121919208036;1,4550692968898356;4,2545712060398531;2,8875387145413294;1,940462847550710;14;1;1;1;9
14;1600;13,4407495657602976;0,5639565517505010;5,8289239247639975;1,2931546529134121;2,191842349370321;16;1;1;1;54
17;1600;2,2862790690528012;0,5740236772431266;1,5929929912090304;0,8112401382790670;1,421039885944791;9;2;1;1;1
17;1600;8,0064187679025860;2,8049478125241061;3,4484582866231599;6,4817466570271396;2,322087122334375;16;2;2;1;2
16;1600;3,7625514970106240;1,8625032410902127;1,5996207349440641;4,2490346081116614;2,350303250200608;7;2;2;1;2
17;1600;0,5706615149974823;0,1348440909965170;0,2618702325142093;0,2810600176453591;2,211071974701351;4;2;2;1;165
19;1600;3,2115141421556475;0,6996818080544471;1,0352414466440678;2,2065012276172626;2,997202372550964;11;1;2;1;3
17;1600;22,4390129778120269;4,3592762218581305;6,6588673194249468;14,4216896030637987;3,218246248033312;56;3;3;1;44
10;1600;6,1716745590621800;0,4369920431212945;1,8937107419425792;1,4161393926902264;3,112004648555410;29;3;3;1;28
10;1600;16,3217336481267736;4,9064940972761688;5,1232972036708482;15,1695438731800412;3,052005897868764;5;3;1;1;912
10;1600;1,5209365351633592;0,2952051271091810;0,5787190713665704;0,6418774629181082;2,733629069545054;10;2;2;1;231
10;1600;0,8950689164074983;0,3961886255578561;0,3584296432408420;0,9720165404406460;2,173338619145481;3;2;2;1;608
7;1600;15,5990605950355601;0,5294298119843005;4,9857169240713111;1,6510831564664838;3,032321363687515;12;1;2;1;235
8;1600;2,3819402572181487;0,1236276154716810;0,8554115883178174;0,3798928509155911;2,777341339323256;6;2;1;1;7
5;1600;2,3128079573313380;1,3160962661107383;0,8275305231412250;3,6708217064539599;2,783874233563742;12;2;2;1;176
5;1600;9,7424984773000052;1,9473729133605961;3,4694878160953517;5,4204619328180952;2,855738878250123;52;4;6;1;70
14;1600;0,3836674146354198;0,3331815873583158;0,1529435105621815;0,7572259753942489;1,949463915824889;4;3;1;1;91
8;1600;0,2300848050249948;0,6963414599498114;0,2300848050249948;0,6963414599498114;1,000000000000000;7;1;1;1;179
7;1600;1,9250948801636696;1,2898346036672586;1,5278849042952058;2,1382968574762335;1,541355006396770;11;3;2;1;122
2;1600;0,5257271031538646;0,5257271031538646;0,5257271031538646;0,5257271031538646;1,000000000000000;5;1;1;1;88
16;1600;4,3025161588893210;2,4628956738640277;4,2935317263883688;2,4740742234622721;1,003567415125230;7;1;1;1;4
15;1600;5,8558156937360764;0,9112009815871713;5,8558156937360764;0,9112009815871713;1,000000000000000;9;1;1;1;95
16;1600;6,7639737129211390;0,3408264658030342;3,9734971242792461;0,6284992484485401;1,757933742859785;8;1;2;1;36
20;1600;11,9493742897396977;0,4708212876603718;7,0680791536966954;0,7261167537598385;1,826086237317039;28;4;3;1;241
11;1700;6,9373479286829642;1,9268451283375414;2,6817041983207059;4,9718471517165526;2,638716737429301;10;2;1;1;232
10;1700;1,3240684108300642;2,4142666404897506;0,4250998659567398;7,5162968960675318;3,101637428457086;23;1;4;1;59
17;1700;2,3315276702245074;0,6650483268830509;1,4855548905001745;0,9845722930298918;1,580210440688663;4;2;1;1;21
13;1700;7,7244266101292203;6,6965282623256908;7,9696780613490521;6,5052672475576347;0,935714283159801;9;11;1;1;13
18;2100;6,9681094069229932;0,0299518178952368;3,8816423823958948;0,0451092363188141;1,814850791504508;7;2;2;1;21
18;2100;3,6118433412752657;0,2010115453679311;2,3303758407893933;0,2944380315510852;1,545974587139330;6;1;1;1;14
